study_name,task_name,run_name,checkpoint_step,embedding_key,pooling,embedding_dim,ssl_method,init_mode,train_dataset_name,val_dataset_name,test_dataset_name,test_split,best_epoch,best_val_mean_l2,test_mae,test_mean_l2,probe_checkpoint_path,model_family,model_arch,patch_size,pretrain_data,feature_kind,objective,init,scale,train_dataset,val_dataset,test_dataset,task_family,paper_scope,cfd_within_test_mean_l2,cfd_within_test_mae,cfd_within_best_val_mean_l2,cfd_within_best_epoch,transfer_penalty_l2,transfer_ratio_l2
external_vit_landmark_probe,celeb_to_cfd,baseline-dinov2-vitb14,0,patch_tokens,g4,12288,external_baseline,dinov2,celeb,celeb,cfd,test,197,6.340131616331839,3.2255277633666988,5.0412936210632315,/workspace/landmark_probe/outputs/probe_runs/external_vit_landmark_probe/celeb_to_cfd/baseline-dinov2-vitb14/patch_tokens__g4/best_probe.pt,dinov2,vitb14,14.0,LVD-142M,patch_tokens_g4,external_baseline,dinov2,baseline,celeb,celeb,cfd,transfer,True,3.857002973556519,2.4477572441101074,3.614746809005737,147,1.1842906475067125,1.3070494515109707
followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,50000,backbone,g4,32768,lejepa,imagenet,celeb,celeb,cfd,test,138,7.942874423793105,4.357618808746338,6.8211164474487305,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/celeb_to_cfd/geometry-fixedcompute-1m-lejepa-imagenet-50ksteps/backbone__g4/best_probe.pt,,,,,,lejepa,imagenet,1m,celeb,celeb,cfd,transfer,True,5.66350793838501,3.640031337738037,5.04587459564209,372,1.1576085090637207,1.204397790496224
followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,50000,backbone,g4,32768,lejepa,imagenet,celeb,celeb,cfd,test,271,7.93182453301435,4.663868427276611,7.25155782699585,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/celeb_to_cfd/geometry-fixedcompute-100k-lejepa-imagenet-50ksteps/backbone__g4/best_probe.pt,,,,,,lejepa,imagenet,100k,celeb,celeb,cfd,transfer,True,6.14628791809082,3.97573184967041,5.452151298522949,226,1.1052699089050293,1.1798272263900633
followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-100k-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,celeb,celeb,cfd,test,253,6.823302362785965,3.719208478927612,5.839651584625244,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/celeb_to_cfd/geometry-fixedcompute-100k-vicreg-imagenet-50ksteps/backbone__g4/best_probe.pt,,,,,,vicreg,imagenet,100k,celeb,celeb,cfd,transfer,True,4.797965049743652,3.1047146320343018,4.574835777282715,401,1.0416865348815918,1.2171100714744154
followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-1m-lejepa-random-50ksteps,50000,backbone,g4,32768,lejepa,random,celeb,celeb,cfd,test,559,6.192117112581848,3.2871277332305913,5.164453506469727,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/celeb_to_cfd/geometry-fixedcompute-1m-lejepa-random-50ksteps/backbone__g4/best_probe.pt,,,,,,lejepa,random,1m,celeb,celeb,cfd,transfer,True,4.199650287628174,2.667404890060425,4.1169538497924805,347,0.9648032188415527,1.229734180887343
followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-1m-vicreg-random-50ksteps,50000,backbone,g4,32768,vicreg,random,celeb,celeb,cfd,test,209,5.7548600702337875,3.1629211902618413,4.939653873443604,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/celeb_to_cfd/geometry-fixedcompute-1m-vicreg-random-50ksteps/backbone__g4/best_probe.pt,,,,,,vicreg,random,1m,celeb,celeb,cfd,transfer,True,3.9886455535888667,2.5376884937286377,3.687822580337525,318,0.9510083198547377,1.2384288869686724
followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-100k-infonce-random-50ksteps,50000,backbone,g4,32768,infonce,random,celeb,celeb,cfd,test,173,6.055478450379086,3.1145002841949463,4.919923782348633,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/celeb_to_cfd/geometry-fixedcompute-100k-infonce-random-50ksteps/backbone__g4/best_probe.pt,,,,,,infonce,random,100k,celeb,celeb,cfd,transfer,True,4.025519371032715,2.5452229976654053,3.83331036567688,197,0.894404411315918,1.2221836063569769
followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,celeb,celeb,cfd,test,186,6.926190993824942,3.5116062164306636,5.513180732727051,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/celeb_to_cfd/geometry-fixedcompute-1m-vicreg-imagenet-50ksteps/backbone__g4/best_probe.pt,,,,,,vicreg,imagenet,1m,celeb,celeb,cfd,transfer,True,4.632867336273193,2.9312260150909424,4.4683499336242685,538,0.8803133964538574,1.1900148077976276
followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-10k-lejepa-random-50ksteps,50000,backbone,g4,32768,lejepa,random,celeb,celeb,cfd,test,354,6.179065467229957,3.1723861694335938,5.036954402923584,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/celeb_to_cfd/geometry-fixedcompute-10k-lejepa-random-50ksteps/backbone__g4/best_probe.pt,,,,,,lejepa,random,10k,celeb,celeb,cfd,transfer,True,4.160947799682616,2.646048069000244,4.060436248779297,424,0.8760066032409677,1.2105305438601721
followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-100k-vicreg-random-50ksteps,50000,backbone,g4,32768,vicreg,random,celeb,celeb,cfd,test,411,5.6765602221254445,2.997687816619873,4.716564655303955,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/celeb_to_cfd/geometry-fixedcompute-100k-vicreg-random-50ksteps/backbone__g4/best_probe.pt,,,,,,vicreg,random,100k,celeb,celeb,cfd,transfer,True,3.937283754348755,2.508047103881836,3.7638401985168457,294,0.7792809009552002,1.1979234796309715
followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-100k-lejepa-random-50ksteps,50000,backbone,g4,32768,lejepa,random,celeb,celeb,cfd,test,298,6.175154662523114,2.9472424983978267,4.647875308990479,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/celeb_to_cfd/geometry-fixedcompute-100k-lejepa-random-50ksteps/backbone__g4/best_probe.pt,,,,,,lejepa,random,100k,celeb,celeb,cfd,transfer,True,4.047849655151366,2.571373701095581,3.948544025421143,450,0.6000256538391131,1.1482331867428697
followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-10k-infonce-random-50ksteps,50000,backbone,g4,32768,infonce,random,celeb,celeb,cfd,test,214,6.4368305154185474,3.8187906742095943,5.98371171951294,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/celeb_to_cfd/geometry-fixedcompute-10k-infonce-random-50ksteps/backbone__g4/best_probe.pt,,,,,,infonce,random,10k,celeb,celeb,cfd,transfer,True,5.410127639770508,3.5118162631988525,4.309503078460693,347,0.5735840797424325,1.1060204338851354
