study_name,task_name,run_name,checkpoint_step,embedding_key,pooling,embedding_dim,ssl_method,init_mode,train_dataset_name,val_dataset_name,test_dataset_name,test_split,best_epoch,best_val_mean_l2,test_mae,test_mean_l2,probe_checkpoint_path,model_family,model_arch,patch_size,pretrain_data,feature_kind,objective,init,scale,train_dataset,val_dataset,test_dataset,task_family,paper_scope,cfd_within_test_mean_l2,cfd_within_test_mae,cfd_within_best_val_mean_l2,cfd_within_best_epoch,transfer_penalty_l2,transfer_ratio_l2
external_vit_landmark_probe,celeb_within,baseline-dinov2-vitb14,0,patch_tokens,g4,12288,external_baseline,dinov2,celeb,celeb,celeb,test,313,6.2854035721450545,4.318778991699219,6.8580565452575675,/workspace/landmark_probe/outputs/probe_runs/external_vit_landmark_probe/celeb_within/baseline-dinov2-vitb14/patch_tokens__g4/best_probe.pt,dinov2,vitb14,14.0,LVD-142M,patch_tokens_g4,external_baseline,dinov2,baseline,celeb,celeb,celeb,within,True,3.857002973556519,2.4477572441101074,3.614746809005737,147,,
external_vit_landmark_probe,celeb_within,baseline-mae-vitb16-in1k-pretrain,0,patch_tokens,g4,12288,external_baseline,mae,celeb,celeb,celeb,test,421,6.516235239518796,4.428740501403809,6.964296817779541,/workspace/landmark_probe/outputs/probe_runs/external_vit_landmark_probe/celeb_within/baseline-mae-vitb16-in1k-pretrain/patch_tokens__g4/best_probe.pt,mae,vitb16,16.0,ImageNet-1K,patch_tokens_g4,external_baseline,mae,baseline,celeb,celeb,celeb,within,True,3.7807004451751713,2.382324457168579,3.638625144958496,630,,
followup_50k_landmark_probe,cfd_within,baseline-random,0,backbone,gap,2048,baseline,random,cfd,cfd,cfd,test,795,13.72930145263672,7.741965293884277,12.971769332885742,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/cfd_within/baseline-random/backbone__gap/best_probe.pt,,,,,,baseline,random,baseline,cfd,cfd,cfd,within,True,12.971769332885742,7.741965293884277,13.72930145263672,795,,
followup_50k_landmark_probe,cfd_within,geometry-fixedcompute-10k-infonce-random-50ksteps,50000,backbone,gap,2048,infonce,random,cfd,cfd,cfd,test,985,5.629683494567871,3.7066636085510254,5.787199020385742,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/cfd_within/geometry-fixedcompute-10k-infonce-random-50ksteps/backbone__gap/best_probe.pt,,,,,,infonce,random,10k,cfd,cfd,cfd,within,True,5.787199020385742,3.7066636085510254,5.629683494567871,985,,
followup_50k_landmark_probe,cfd_within,geometry-fixedcompute-100k-infonce-random-50ksteps,50000,backbone,gap,2048,infonce,random,cfd,cfd,cfd,test,961,4.88153076171875,3.1464080810546875,4.941577434539795,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/cfd_within/geometry-fixedcompute-100k-infonce-random-50ksteps/backbone__gap/best_probe.pt,,,,,,infonce,random,100k,cfd,cfd,cfd,within,True,4.941577434539795,3.1464080810546875,4.88153076171875,961,,
followup_50k_landmark_probe,cfd_within,geometry-fixedcompute-1m-infonce-random-50ksteps,50000,backbone,gap,2048,infonce,random,cfd,cfd,cfd,test,975,5.134476661682129,3.4052155017852783,5.346963882446289,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/cfd_within/geometry-fixedcompute-1m-infonce-random-50ksteps/backbone__gap/best_probe.pt,,,,,,infonce,random,1m,cfd,cfd,cfd,within,True,5.346963882446289,3.4052155017852783,5.134476661682129,975,,
followup_50k_landmark_probe,cfd_within,geometry-fixedcompute-10k-lejepa-random-50ksteps,50000,backbone,gap,2048,lejepa,random,cfd,cfd,cfd,test,984,6.580477714538574,4.250659942626953,6.622581958770753,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/cfd_within/geometry-fixedcompute-10k-lejepa-random-50ksteps/backbone__gap/best_probe.pt,,,,,,lejepa,random,10k,cfd,cfd,cfd,within,True,6.622581958770753,4.250659942626953,6.580477714538574,984,,
followup_50k_landmark_probe,cfd_within,geometry-fixedcompute-100k-lejepa-random-50ksteps,50000,backbone,gap,2048,lejepa,random,cfd,cfd,cfd,test,981,6.437655925750732,4.255705833435059,6.693324089050293,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/cfd_within/geometry-fixedcompute-100k-lejepa-random-50ksteps/backbone__gap/best_probe.pt,,,,,,lejepa,random,100k,cfd,cfd,cfd,within,True,6.693324089050293,4.255705833435059,6.437655925750732,981,,
followup_50k_landmark_probe,cfd_within,geometry-fixedcompute-1m-lejepa-random-50ksteps,50000,backbone,gap,2048,lejepa,random,cfd,cfd,cfd,test,949,5.6525630950927725,3.7931699752807617,5.975046157836914,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/cfd_within/geometry-fixedcompute-1m-lejepa-random-50ksteps/backbone__gap/best_probe.pt,,,,,,lejepa,random,1m,cfd,cfd,cfd,within,True,5.975046157836914,3.7931699752807617,5.6525630950927725,949,,
followup_50k_landmark_probe,cfd_within,geometry-fixedcompute-10k-vicreg-random-50ksteps,50000,backbone,gap,2048,vicreg,random,cfd,cfd,cfd,test,999,5.312017917633057,3.5886240005493164,5.671750545501709,/workspace/landmark_probe/outputs/probe_runs/followup_50k_landmark_probe/cfd_within/geometry-fixedcompute-10k-vicreg-random-50ksteps/backbone__gap/best_probe.pt,,,,,,vicreg,random,10k,cfd,cfd,cfd,within,True,5.671750545501709,3.5886240005493164,5.312017917633057,999,,
