step,epoch,lr,world_size,bs,loss,nce_12,nce_21,tau,gather,bs_local,bs_global_view,run_name,scale,objective,init,reg,sim,sigreg,V,inv,var,cov
36000,1384,0.000153448694473995,1,384,1.7073974609375,1.7072347402572632,1.7075601816177368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
36100,1388,0.0001515233669675453,1,384,1.7752889394760132,1.7753499746322632,1.7752279043197632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
36200,1392,0.00014960496843612167,1,384,1.780426025390625,1.7803751230239868,1.7804769277572632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
36300,1396,0.00014769363351953805,1,384,1.8481953144073486,1.84814453125,1.8482462167739868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
36400,1400,0.00014578949636185942,1,384,1.73223876953125,1.7321573495864868,1.7323201894760132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
36500,1403,0.00014389269060198772,1,384,1.7940877676010132,1.7939656972885132,1.7942098379135132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
36600,1407,0.00014200334936428197,1,384,1.793914794921875,1.7939249277114868,1.7939046621322632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
36700,1411,0.0001401216052492153,1,384,1.8214313983917236,1.8211669921875,1.8216959238052368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
36800,1415,0.00013824759032406842,1,384,1.7931925058364868,1.7932535409927368,1.7931314706802368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
36900,1419,0.0001363814361136612,1,384,1.7677104473114014,1.7677001953125,1.7677205801010132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
37000,1423,0.0001345232735911211,1,384,1.7805988788604736,1.78070068359375,1.7804971933364868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
37100,1426,0.0001326732331686923,1,384,1.755828857421875,1.7556966543197632,1.7559610605239868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
37200,1430,0.0001308314446885811,1,384,1.7617595195770264,1.76171875,1.7618001699447632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
37300,1434,0.00012899803741384444,1,384,1.7676899433135986,1.7674560546875,1.7679239511489868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
37400,1438,0.0001271731400193172,1,384,1.7306619882583618,1.7308145761489868,1.7305094003677368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
37500,1442,0.00012535688058258176,1,384,1.7345682382583618,1.7344766855239868,1.7346597909927368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
37600,1446,0.00012354938657497893,1,384,1.8066203594207764,1.8065999746322632,1.806640625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
37700,1450,0.00012175078485266159,1,384,1.7407124042510986,1.7408243417739868,1.7406005859375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
37800,1453,0.00011996120164769079,1,384,1.6849567890167236,1.6849161386489868,1.68499755859375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
37900,1457,0.0001181807625591779,1,384,1.7686564922332764,1.768798828125,1.7685140371322632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
38000,1461,0.000116409592544468,1,384,1.7884113788604736,1.7884927988052368,1.788330078125,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
38100,1465,0.00011464781591037102,1,384,1.7508342266082764,1.750732421875,1.7509359121322632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
38200,1469,0.00011289555630443703,1,384,1.80694580078125,1.8068643808364868,1.8070272207260132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
38300,1473,0.00011115293670627819,1,384,1.7027080059051514,1.70263671875,1.7027791738510132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
38400,1476,0.00010942007941893789,1,384,1.7101337909698486,1.7100015878677368,1.71026611328125,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
38500,1480,0.00010769710606030696,1,384,1.80657958984375,1.8066202402114868,1.8065389394760132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
38600,1484,0.0001059841375545878,1,384,1.7742919921875,1.77423095703125,1.77435302734375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
38700,1488,0.000104281294123808,1,384,1.76092529296875,1.7607015371322632,1.7611490488052368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
38800,1492,0.0001025886952793824,1,384,1.7091470956802368,1.7092081308364868,1.7090860605239868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
38900,1496,0.0001009064598137258,1,384,1.7803142070770264,1.7802734375,1.7803548574447632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
39000,1500,9.923470579191513e-05,1,384,1.7330322265625,1.7330526113510132,1.7330118417739868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
39100,1503,9.757355054340345e-05,1,384,1.7183430194854736,1.7183634042739868,1.71832275390625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
39200,1507,9.592311065378547e-05,1,384,1.736297607421875,1.7361654043197632,1.7364298105239868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
39300,1511,9.428350195661534e-05,1,384,1.72454833984375,1.7244873046875,1.724609375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
39400,1515,9.26548395252766e-05,1,384,1.7505595684051514,1.75067138671875,1.7504476308822632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
39500,1519,9.103723766490616e-05,1,384,1.78729248046875,1.7874959707260132,1.7870889902114868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
39600,1523,8.943080990437218e-05,1,384,1.7983907461166382,1.7986654043197632,1.7981160879135132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
39700,1526,8.783566898830578e-05,1,384,1.7417196035385132,1.7417196035385132,1.7417196035385132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
39800,1530,8.625192686918863e-05,1,384,1.7243854999542236,1.7242838144302368,1.7244873046875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
39900,1534,8.467969469949542e-05,1,384,1.675537109375,1.6753743886947632,1.6756998300552368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
40000,1538,8.311908282389323e-05,1,384,1.7302143573760986,1.7300821542739868,1.7303466796875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
40100,1542,8.157020077149652e-05,1,384,1.746124267578125,1.7461751699447632,1.7460733652114868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
40200,1546,8.00331572481809e-05,1,384,1.744720458984375,1.74456787109375,1.744873046875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
40300,1550,7.850806012895276e-05,1,384,1.7723286151885986,1.7723795175552368,1.77227783203125,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
40400,1553,7.699501645037899e-05,1,384,1.6858724355697632,1.6857503652572632,1.6859945058822632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
40500,1557,7.54941324030742e-05,1,384,1.7193502187728882,1.7191976308822632,1.7195028066635132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
40600,1561,7.400551332424869e-05,1,384,1.783782958984375,1.7839151620864868,1.7836507558822632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
40700,1565,7.252926369031471e-05,1,384,1.7244058847427368,1.7245889902114868,1.7242227792739868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
40800,1569,7.106548710955427e-05,1,384,1.68865966796875,1.6888021230697632,1.6885172128677368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
40900,1573,6.961428631484758e-05,1,384,1.7329609394073486,1.7327677011489868,1.733154296875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
41000,1576,6.817576315646321e-05,1,384,1.7099710702896118,1.7100015878677368,1.7099405527114868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
41100,1580,6.675001859490918e-05,1,384,1.656280517578125,1.6563720703125,1.65618896484375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
41200,1584,6.533715269384758e-05,1,384,1.7527058124542236,1.7527261972427368,1.752685546875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
41300,1588,6.393726461307193e-05,1,384,1.7124429941177368,1.7123819589614868,1.7125040292739868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
41400,1592,6.255045260154781e-05,1,384,1.7593586444854736,1.7593994140625,1.7593179941177368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
41500,1596,6.117681399051704e-05,1,384,1.7769267559051514,1.7767537832260132,1.777099609375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
41600,1600,5.98164451866666e-05,1,384,1.68524169921875,1.6850992441177368,1.6853841543197632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
41700,1603,5.84694416653631e-05,1,384,1.6895954608917236,1.6893717050552368,1.6898193359375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
41800,1607,5.713589796395131e-05,1,384,1.7137858867645264,1.7137451171875,1.7138265371322632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
41900,1611,5.581590767511983e-05,1,384,1.6603291034698486,1.6603189706802368,1.66033935546875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
42000,1615,5.450956344033184e-05,1,384,1.696868896484375,1.6967977285385132,1.6969400644302368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
42100,1619,5.3216956943323445e-05,1,384,1.7602336406707764,1.7603759765625,1.7600911855697632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
42200,1623,5.19381789036691e-05,1,384,1.6850789785385132,1.6850179433822632,1.6851400136947632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
42300,1626,5.0673319070414635e-05,1,384,1.7126057147979736,1.7127685546875,1.7124429941177368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
42400,1630,4.942246621577805e-05,1,384,1.7235820293426514,1.7236531972885132,1.7235107421875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
42500,1634,4.8185708128919435e-05,1,384,1.705474853515625,1.7055867910385132,1.7053629159927368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
42600,1638,4.6963131609779435e-05,1,384,1.6993815898895264,1.6993612051010132,1.69940185546875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
42700,1642,4.575482246298764e-05,1,384,1.6970113515853882,1.6969197988510132,1.6971029043197632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
42800,1646,4.456086549184025e-05,1,384,1.7123920917510986,1.71246337890625,1.7123209238052368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
42900,1650,4.3381344492348286e-05,1,384,1.730010986328125,1.73004150390625,1.72998046875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
43000,1653,4.2216342247356707e-05,1,384,1.6822407245635986,1.68206787109375,1.6824136972427368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
43100,1657,4.1065940520733994e-05,1,384,1.6819356679916382,1.6821492910385132,1.6817220449447632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
43200,1661,3.9930220051634445e-05,1,384,1.7573139667510986,1.7572427988052368,1.75738525390625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
43300,1665,3.8809260548830795e-05,1,384,1.70111083984375,1.701171875,1.7010498046875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
43400,1669,3.7703140685120476e-05,1,384,1.7163798809051514,1.7164510488510132,1.71630859375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
43500,1673,3.661193809180397e-05,1,384,1.6919454336166382,1.6920369863510132,1.6918538808822632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
43600,1676,3.5535729353236204e-05,1,384,1.7115886211395264,1.7115478515625,1.7116292715072632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
43700,1680,3.4474590001452095e-05,1,384,1.736846923828125,1.7369384765625,1.73675537109375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
43800,1684,3.3428594510864724e-05,1,384,1.7019855976104736,1.7017618417739868,1.70220947265625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
43900,1688,3.239781629303911e-05,1,384,1.6874287128448486,1.68731689453125,1.6875406503677368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
44000,1692,3.138232769153948e-05,1,384,1.67303466796875,1.6729532480239868,1.6731160879135132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
44100,1696,3.038219997685242e-05,1,384,1.6905314922332764,1.690673828125,1.6903890371322632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
44200,1700,2.9397503341384265e-05,1,384,1.7165424823760986,1.71649169921875,1.7165933847427368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
44300,1703,2.8428306894535338e-05,1,384,1.7014057636260986,1.7012939453125,1.7015177011489868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
44400,1707,2.7474678657849148e-05,1,384,1.694976806640625,1.6949869394302368,1.6949666738510132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
44500,1711,2.6536685560238913e-05,1,384,1.673736572265625,1.6737060546875,1.67376708984375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
44600,1715,2.5614393433289605e-05,1,384,1.7219746112823486,1.7220865488052368,1.72186279296875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
44700,1719,2.4707867006638262e-05,1,384,1.66912841796875,1.66900634765625,1.66925048828125,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
44800,1723,2.3817169903430686e-05,1,384,1.6630350351333618,1.6630655527114868,1.6630045175552368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
44900,1726,2.2942364635856203e-05,1,384,1.6989949941635132,1.6988118886947632,1.6991780996322632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
45000,1730,2.2083512600760726e-05,1,384,1.673126220703125,1.6730550527572632,1.6731973886489868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
45100,1734,2.124067407533687e-05,1,384,1.6968179941177368,1.6969400644302368,1.6966959238052368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
45200,1738,2.0413908212894406e-05,1,384,1.66925048828125,1.6694132089614868,1.6690877676010132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
45300,1742,1.960327303870808e-05,1,384,1.717071533203125,1.71710205078125,1.717041015625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
45400,1746,1.8808825445945534e-05,1,384,1.6888223886489868,1.6888834238052368,1.6887613534927368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
45500,1750,1.8030621191674124e-05,1,384,1.7035419940948486,1.7034708261489868,1.70361328125,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
45600,1753,1.7268714892947803e-05,1,384,1.6731770038604736,1.6730753183364868,1.67327880859375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
45700,1757,1.6523160022973805e-05,1,384,1.719268798828125,1.7193197011947632,1.7192178964614868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
45800,1761,1.5794008907360016e-05,1,384,1.7265522480010986,1.72650146484375,1.7266031503677368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
45900,1765,1.5081312720442118e-05,1,384,1.7556864023208618,1.7557169198989868,1.7556558847427368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
46000,1769,1.438512148169243e-05,1,384,1.6978862285614014,1.6978759765625,1.6978963613510132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
46100,1773,1.3705484052209072e-05,1,384,1.7211811542510986,1.7211710214614868,1.72119140625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
46200,1776,1.3042448131286824e-05,1,384,1.7082417011260986,1.7083536386489868,1.7081298828125,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
46300,1780,1.239606025306954e-05,1,384,1.6741435527801514,1.67388916015625,1.6743978261947632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
46400,1784,1.1766365783284007e-05,1,384,1.658447265625,1.6585286855697632,1.6583658456802368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
46500,1788,1.1153408916056172e-05,1,384,1.7253315448760986,1.7254434823989868,1.7252197265625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
46600,1792,1.0557232670809407e-05,1,384,1.71868896484375,1.7184854745864868,1.7188924551010132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
46700,1796,9.97787888924533e-06,1,384,1.6919658184051514,1.6922811269760132,1.691650390625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
46800,1800,9.415388232407037e-06,1,384,1.7151081562042236,1.7151285409927368,1.715087890625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
46900,1803,8.869800177825473e-06,1,384,1.6984456777572632,1.6983846426010132,1.6985067129135132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
47000,1807,8.341153016748756e-06,1,384,1.6784261465072632,1.6783040761947632,1.6785482168197632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
47100,1811,7.829483851454853e-06,1,384,1.7189228534698486,1.7188516855239868,1.718994140625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
47200,1815,7.334828592647484e-06,1,384,1.67486572265625,1.6749063730239868,1.6748250722885132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
47300,1819,6.857221956935838e-06,1,384,1.7557270526885986,1.7556558847427368,1.75579833984375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
47400,1823,6.396697464398013e-06,1,384,1.6911823749542236,1.6912027597427368,1.691162109375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
47500,1826,5.953287436228477e-06,1,384,1.769805908203125,1.7698160409927368,1.7697957754135132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
47600,1830,5.527022992469717e-06,1,384,1.6757304668426514,1.67547607421875,1.6759847402572632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
47700,1834,5.117934049828051e-06,1,384,1.6857502460479736,1.6857706308364868,1.68572998046875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
47800,1838,4.726049319573937e-06,1,384,1.7255655527114868,1.7256876230239868,1.7254434823989868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
47900,1842,4.351396305527036e-06,1,384,1.6898701190948486,1.68994140625,1.6897989511489868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
48000,1846,3.9940013021258395e-06,1,384,1.7022908926010132,1.7023519277572632,1.7022298574447632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
48100,1850,3.6538893925822097e-06,1,384,1.7014057636260986,1.70135498046875,1.7014566659927368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
48200,1853,3.3310844471209523e-06,1,384,1.6683552265167236,1.668212890625,1.6684976816177368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
48300,1857,3.0256091213045416e-06,1,384,1.6788330078125,1.6788736581802368,1.6787923574447632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
48400,1861,2.737484854443172e-06,1,384,1.719085693359375,1.7190755605697632,1.7190958261489868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
48500,1865,2.4667318680899045e-06,1,384,1.6990864276885986,1.6989542245864868,1.69921875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
48600,1869,2.2133691646215212e-06,1,384,1.6727497577667236,1.6725870370864868,1.67291259765625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
48700,1873,1.9774145259048734e-06,1,384,1.6994121074676514,1.699462890625,1.6993612051010132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
48800,1876,1.758884512048903e-06,1,384,1.6597087383270264,1.65960693359375,1.6598104238510132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
48900,1880,1.5577944602424216e-06,1,384,1.6636860370635986,1.663818359375,1.6635538339614868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
49000,1884,1.3741584836776117e-06,1,384,1.6508586406707764,1.6507161855697632,1.6510009765625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
49100,1888,1.2079894705595786e-06,1,384,1.661651611328125,1.6615396738052368,1.6617635488510132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
