step,epoch,lr,world_size,bs,loss,nce_12,nce_21,tau,gather,bs_local,bs_global_view,run_name,scale,objective,init,reg,sim,sigreg,V,inv,var,cov
7500,28,0.00030203959999998816,3,128,0.1517656147480011,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.375,0.08728206157684326,1.375,2.0,,,
7600,29,0.00030599959999998757,3,128,0.14784133434295654,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5,0.07646949589252472,1.5,2.0,,,
7700,29,0.0003099595999999868,3,128,0.15350715816020966,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5859375,0.0783216804265976,1.5859375,2.0,,,
7800,30,0.0003139195999999862,3,128,0.15624089539051056,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.6015625,0.08017133921384811,1.6015625,2.0,,,
7900,30,0.0003178795999999855,3,128,0.16901162266731262,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.734375,0.08641848713159561,1.734375,2.0,,,
8000,30,0.000321839599999985,3,128,0.1591539978981018,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.515625,0.08786357939243317,1.515625,2.0,,,
8100,31,0.0003257995999999847,3,128,0.17277055978775024,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.59375,0.098084956407547,1.59375,2.0,,,
8200,31,0.00032975959999998416,3,128,0.15507298707962036,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.6015625,0.0789419561624527,1.6015625,2.0,,,
8300,31,0.0003337195999999837,3,128,0.1586567759513855,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4609375,0.08991008251905441,1.4609375,2.0,,,
8400,32,0.0003376795999999835,3,128,0.1537802815437317,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.6171875,0.07655325531959534,1.6171875,2.0,,,
8500,32,0.0003416395999999833,3,128,0.14088642597198486,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5390625,0.06709261238574982,1.5390625,2.0,,,
8600,33,0.00034559959999998306,3,128,0.15013301372528076,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.375,0.085563525557518,1.375,2.0,,,
8700,33,0.00034955959999998263,3,128,0.1397612988948822,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5078125,0.06796419620513916,1.5078125,2.0,,,
8800,33,0.0003535195999999821,3,128,0.1375592052936554,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5078125,0.0656462088227272,1.5078125,2.0,,,
8900,34,0.00035747959999998184,3,128,0.13426733016967773,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.328125,0.07143271714448929,1.328125,2.0,,,
9000,34,0.00036143959999998163,3,128,0.15484993159770966,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.640625,0.07665124535560608,1.640625,2.0,,,
9100,35,0.0003653995999999812,3,128,0.1495409607887268,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3671875,0.0854543000459671,1.3671875,2.0,,,
9200,35,0.0003693595999999805,3,128,0.14856866002082825,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.484375,0.0782630667090416,1.484375,2.0,,,
9300,35,0.00037331959999997933,3,128,0.1492232233285904,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5234375,0.07689616084098816,1.5234375,2.0,,,
9400,36,0.0003772795999999783,3,128,0.13112397491931915,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.484375,0.059900231659412384,1.484375,2.0,,,
9500,36,0.0003812395999999781,3,128,0.1455710083246231,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5078125,0.07407967746257782,1.5078125,2.0,,,
9600,36,0.00038519959999997806,3,128,0.14430804550647736,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4609375,0.07480616867542267,1.4609375,2.0,,,
9700,37,0.00038915959999997747,3,128,0.15390121936798096,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.59375,0.07822250574827194,1.59375,2.0,,,
9800,37,0.0003931195999999769,3,128,0.1377251148223877,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3828125,0.07198861986398697,1.3828125,2.0,,,
9900,38,0.000397079599999977,3,128,0.16021479666233063,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.515625,0.08898021280765533,1.515625,2.0,,,
10000,38,0.00040103959999997647,3,128,0.1693403720855713,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.765625,0.08522258698940277,1.765625,2.0,,,
10100,38,0.00040499959999997626,3,128,0.13708889484405518,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5,0.0651511400938034,1.5,2.0,,,
10200,39,0.00040895959999997584,3,128,0.14906364679336548,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.546875,0.07570023089647293,1.546875,2.0,,,
10300,39,0.0004129195999999751,3,128,0.14344415068626404,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3359375,0.08057855069637299,1.3359375,2.0,,,
10400,40,0.0004168795999999747,3,128,0.13837279379367828,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4609375,0.06855853646993637,1.4609375,2.0,,,
10500,40,0.00042083959999997456,3,128,0.14254431426525116,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.296875,0.08168727159500122,1.296875,2.0,,,
10600,40,0.000424799599999974,3,128,0.14792576432228088,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5546875,0.07398846000432968,1.5546875,2.0,,,
10700,41,0.00042875959999997404,3,128,0.16580525040626526,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.6796875,0.08612723648548126,1.6796875,2.0,,,
10800,41,0.0004327195999999736,3,128,0.14536039531230927,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4609375,0.07591390609741211,1.4609375,2.0,,,
10900,41,0.00043667959999997254,3,128,0.13169856369495392,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4140625,0.06410293281078339,1.4140625,2.0,,,
11000,42,0.0004406395999999721,3,128,0.13047581911087036,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.34375,0.06641368567943573,1.34375,2.0,,,
11100,42,0.00044459959999997186,3,128,0.1360798478126526,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4140625,0.06871480494737625,1.4140625,2.0,,,
11200,43,0.00044855959999997176,3,128,0.1439989060163498,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.484375,0.07345280051231384,1.484375,2.0,,,
11300,43,0.000452519599999972,3,128,0.13953706622123718,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5625,0.06464427709579468,1.5625,2.0,,,
11400,43,0.0004564795999999721,3,128,0.1452350616455078,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5859375,0.0696142166852951,1.5859375,2.0,,,
11500,44,0.000460439599999972,3,128,0.14960439503192902,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.6953125,0.06804574280977249,1.6953125,2.0,,,
11600,44,0.00046439959999997174,3,128,0.12986280024051666,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3125,0.0678243339061737,1.3125,2.0,,,
11700,45,0.00046835959999997126,3,128,0.1381426304578781,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.515625,0.06574635952711105,1.515625,2.0,,,
11800,45,0.0004723195999999719,3,128,0.15046846866607666,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.46875,0.0812908262014389,1.46875,2.0,,,
11900,45,0.0004762795999999715,3,128,0.14529463648796082,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.484375,0.0748167335987091,1.484375,2.0,,,
12000,46,0.0004802395999999717,3,128,0.15539681911468506,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.484375,0.08545058965682983,1.484375,2.0,,,
12100,46,0.00048419959999997125,3,128,0.1505802869796753,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5390625,0.0772966742515564,1.5390625,2.0,,,
12200,46,0.0004881595999999707,3,128,0.13857382535934448,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4921875,0.06722821295261383,1.4921875,2.0,,,
12300,47,0.0004921195999999699,3,128,0.11848338693380356,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.28125,0.05738794058561325,1.28125,2.0,,,
12400,47,0.0004960795999999694,3,128,0.14759285748004913,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.578125,0.07209610193967819,1.578125,2.0,,,
12500,48,0.0004999999991235791,3,128,0.15099585056304932,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.40625,0.08492985367774963,1.40625,2.0,,,
12600,48,0.000499991059684037,3,128,0.13920584321022034,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3984375,0.07303329557180405,1.3984375,2.0,,,
12700,48,0.0004999645925570581,3,128,0.15293531119823456,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5234375,0.08080361783504486,1.5234375,2.0,,,
12800,49,0.0004999205996001967,3,128,0.14482641220092773,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4765625,0.0748378336429596,1.4765625,2.0,,,
12900,49,0.0004998590839010295,3,128,0.1558067351579666,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5,0.0848541334271431,1.5,2.0,,,
13000,50,0.00049978004977694,3,128,0.12601131200790405,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4453125,0.05657441169023514,1.4453125,2.0,,,
13100,50,0.0004996835027748158,3,128,0.12666457891464233,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4765625,0.055720120668411255,1.4765625,2.0,,,
13200,50,0.0004995694496706574,3,128,0.1291400045156479,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.390625,0.06295165419578552,1.390625,2.0,,,
13300,51,0.0004994378984691047,3,128,0.13880965113639832,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.40625,0.07210226356983185,1.40625,2.0,,,
13400,51,0.0004992888584028738,3,128,0.1292394995689392,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3984375,0.0625423938035965,1.3984375,2.0,,,
13500,51,0.0004991223399321102,3,128,0.1340511590242386,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5703125,0.0583556592464447,1.5703125,2.0,,,
13600,52,0.0004989383547436532,3,128,0.1269381195306778,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3671875,0.06166183203458786,1.3671875,2.0,,,
13700,52,0.0004987369157502165,3,128,0.13656777143478394,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.515625,0.0640886127948761,1.515625,2.0,,,
13800,53,0.0004985180370894827,3,128,0.13431325554847717,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.453125,0.06479932367801666,1.453125,2.0,,,
13900,53,0.0004982817341231088,3,128,0.1324445605278015,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.265625,0.07259789109230042,1.265625,2.0,,,
14000,53,0.0004980280234356511,3,128,0.1409156620502472,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5078125,0.06917932629585266,1.5078125,2.0,,,
14100,54,0.0004977569228333998,3,128,0.13044650852680206,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.375,0.0648408979177475,1.375,2.0,,,
14200,54,0.0004974684513431281,3,128,0.14095614850521088,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4375,0.0728197991847992,1.4375,2.0,,,
14300,55,0.000497162629210758,3,128,0.12474583834409714,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.390625,0.05832621082663536,1.390625,2.0,,,
14400,55,0.0004968394778999407,3,128,0.13959437608718872,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4296875,0.07190032303333282,1.4296875,2.0,,,
14500,55,0.0004964990200905466,3,128,0.13586431741714478,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.484375,0.0648900642991066,1.484375,2.0,,,
14600,56,0.0004961412796770781,3,128,0.13384386897087097,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3671875,0.06893104314804077,1.3671875,2.0,,,
14700,56,0.0004957662817669899,3,128,0.14300410449504852,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.453125,0.07394757866859436,1.453125,2.0,,,
14800,56,0.0004953740526789238,3,128,0.13039343059062958,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.40625,0.0632430911064148,1.40625,2.0,,,
14900,57,0.0004949646199408699,3,128,0.1181635707616806,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.359375,0.05293945595622063,1.359375,2.0,,,
15000,57,0.0004945380122882255,3,128,0.13250882923603058,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.34375,0.06855370104312897,1.34375,2.0,,,
15100,58,0.0004940942596617859,3,128,0.12177244573831558,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4375,0.05262642353773117,1.4375,2.0,,,
15200,58,0.000493633393205638,3,128,0.13004165887832642,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.359375,0.06544269621372223,1.359375,2.0,,,
15300,58,0.000493155445264977,3,128,0.12948653101921082,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3125,0.06742826104164124,1.3125,2.0,,,
15400,59,0.0004926604493838346,3,128,0.12682202458381653,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.34375,0.06256759166717529,1.34375,2.0,,,
15500,59,0.0004921484403027254,3,128,0.14245039224624634,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.234375,0.08492927998304367,1.234375,2.0,,,
15600,60,0.0004916194539562103,3,128,0.12692569196224213,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4296875,0.05856487900018692,1.4296875,2.0,,,
15700,60,0.0004910735274703725,3,128,0.12931501865386963,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.421875,0.0610799640417099,1.421875,2.0,,,
15800,60,0.0004905106991602119,3,128,0.1351969987154007,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5234375,0.06213171035051346,1.5234375,2.0,,,
15900,61,0.0004899310085269574,3,128,0.13357730209827423,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4609375,0.06351064890623093,1.4609375,2.0,,,
16000,61,0.0004893344962552931,3,128,0.13097482919692993,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.46875,0.06077120453119278,1.46875,2.0,,,
16100,61,0.0004887212042105043,3,128,0.12291358411312103,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.359375,0.05793946981430054,1.359375,2.0,,,
16200,62,0.0004880911754355366,3,128,0.13098254799842834,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4140625,0.06334923207759857,1.4140625,2.0,,,
16300,62,0.00048744445414798296,3,128,0.12489422410726547,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.390625,0.05848240852355957,1.390625,2.0,,,
16400,63,0.0004867810857369673,3,128,0.12896853685379028,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3203125,0.06636901199817657,1.3203125,2.0,,,
16500,63,0.0004861011167599691,3,128,0.13291852176189423,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.390625,0.06692903488874435,1.390625,2.0,,,
16600,63,0.00048540459493955193,3,128,0.12136532366275787,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.296875,0.059393592178821564,1.296875,2.0,,,
16700,64,0.0004846915691600154,3,128,0.1266516149044037,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3984375,0.0598183199763298,1.3984375,2.0,,,
16800,64,0.0004839620894639634,3,128,0.11462448537349701,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3125,0.05178400129079819,1.3125,2.0,,,
16900,65,0.0004832162070487937,3,128,0.12543030083179474,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.2890625,0.06418649852275848,1.2890625,2.0,,,
17000,65,0.00048245397426310144,3,128,0.13462227582931519,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3984375,0.0682084932923317,1.3984375,2.0,,,
17100,65,0.00048167544460300815,3,128,0.14087703824043274,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.515625,0.06862469017505646,1.515625,2.0,,,
17200,66,0.000480880672708406,3,128,0.127790629863739,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3046875,0.06564309448003769,1.3046875,2.0,,,
17300,66,0.0004800697143591227,3,128,0.13033077120780945,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.53125,0.056495390832424164,1.53125,2.0,,,
17400,66,0.00047924262647100767,3,128,0.12139992415904999,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3203125,0.058402057737112045,1.3203125,2.0,,,
17500,67,0.00047839946709193616,3,128,0.14464876055717468,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4140625,0.07773472368717194,1.4140625,2.0,,,
17600,67,0.00047754029539773707,3,128,0.12571749091148376,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3671875,0.060376957058906555,1.3671875,2.0,,,
17700,68,0.00047666517168803757,3,128,0.12830519676208496,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.359375,0.0636148452758789,1.359375,2.0,,,
17800,68,0.0004757741573820327,3,128,0.12511295080184937,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3828125,0.058712638914585114,1.3828125,2.0,,,
17900,68,0.00047486731501417427,3,128,0.11672456562519073,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3359375,0.05245266854763031,1.3359375,2.0,,,
18000,69,0.00047394470822978196,3,128,0.13095873594284058,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.40625,0.06383813917636871,1.40625,2.0,,,
18100,69,0.00047300640178057646,3,128,0.12559780478477478,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4140625,0.05768108367919922,1.4140625,2.0,,,
18200,70,0.0004720524615201351,3,128,0.12941612303256989,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3828125,0.06324230134487152,1.3828125,2.0,,,
18300,70,0.0004710829543992701,3,128,0.11380697786808014,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.265625,0.05297937989234924,1.265625,2.0,,,
18400,70,0.0004700979484613289,3,128,0.13463769853115082,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.328125,0.07182257622480392,1.328125,2.0,,,
18500,71,0.0004690975128374195,3,128,0.12264066934585571,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.265625,0.062278006225824356,1.265625,2.0,,,
18600,71,0.00046808171774155875,3,128,0.1315862089395523,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.359375,0.06706854701042175,1.359375,2.0,,,
18700,71,0.0004670506344657437,3,128,0.1332198679447174,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.375,0.06776022911071777,1.375,2.0,,,
18800,72,0.0004660043353749491,3,128,0.1279369294643402,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3984375,0.0611712671816349,1.3984375,2.0,,,
18900,72,0.00046494289390204747,3,128,0.1279672533273697,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5078125,0.055549416691064835,1.5078125,2.0,,,
19000,73,0.0004638663845426557,3,128,0.12200206518173218,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3515625,0.05749395489692688,1.3515625,2.0,,,
19100,73,0.0004627748828499074,3,128,0.12633483111858368,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.34375,0.06205475330352783,1.34375,2.0,,,
19200,73,0.000461668465429149,3,128,0.12908977270126343,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3828125,0.06289876997470856,1.3828125,2.0,,,
19300,74,0.0004605472099325649,3,128,0.13224409520626068,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3828125,0.06621911376714706,1.3828125,2.0,,,
19400,74,0.00045941119505372654,3,128,0.12518182396888733,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.328125,0.061869021505117416,1.328125,2.0,,,
19500,75,0.0004582605005220694,3,128,0.11819271743297577,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.359375,0.05297012999653816,1.359375,2.0,,,
19600,75,0.0004570952070972972,3,128,0.1172541081905365,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3515625,0.052496105432510376,1.3515625,2.0,,,
19700,75,0.0004559153965637145,3,128,0.11943767964839935,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4765625,0.04811285808682442,1.4765625,2.0,,,
19800,76,0.0004547211517244872,3,128,0.12752342224121094,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3828125,0.0612499862909317,1.3828125,2.0,,,
19900,76,0.00045351255639583006,3,128,0.1252691149711609,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3046875,0.06298887729644775,1.3046875,2.0,,,
20000,76,0.0004522896954011244,3,128,0.1337060034275055,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.34375,0.06981389224529266,1.34375,2.0,,,
20100,77,0.0004510526545649648,3,128,0.11699403822422028,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.296875,0.054792243987321854,1.296875,2.0,,,
20200,77,0.00044980152070713615,3,128,0.12064140290021896,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.28125,0.05965953692793846,1.28125,2.0,,,
20300,78,0.0004485363816365206,3,128,0.12332917004823685,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3828125,0.056834980845451355,1.3828125,2.0,,,
20400,78,0.0004472573261449342,3,128,0.11973569542169571,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.375,0.05356635898351669,1.375,2.0,,,
20500,78,0.00044596444400089554,3,128,0.11415737867355347,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.328125,0.05026434734463692,1.328125,2.0,,,
20600,79,0.0004446578259433245,3,128,0.1167619377374649,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.3203125,0.053519971668720245,1.3203125,2.0,,,
20700,79,0.0004433375636751747,3,128,0.12805014848709106,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.5078125,0.05563666671514511,1.5078125,2.0,,,
20800,80,0.0004420037498569983,3,128,0.13231435418128967,,,,,,,geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,100k,lejepa,imagenet,1.4375,0.06372317671775818,1.4375,2.0,,,
