study_name,task_name,run_name,checkpoint_step,embedding_key,pooling,embedding_dim,ssl_method,init_mode,model_family,model_arch,patch_size,pretrain_data,feature_kind,train_dataset_name,val_dataset_name,test_dataset_name,test_split,best_epoch,best_val_mean_l2,test_mae,test_mean_l2,probe_checkpoint_path
external_vit_landmark_probe,celeb_within,baseline-dinov2-vitb14,0,patch_tokens,g4,12288,external_baseline,dinov2,dinov2,vitb14,14,LVD-142M,patch_tokens_g4,celeb,celeb,celeb,test,313,6.2854035721450545,4.318778991699219,6.8580565452575675,/workspace/landmark_probe/outputs/probe_runs/external_vit_landmark_probe/celeb_within/baseline-dinov2-vitb14/patch_tokens__g4/best_probe.pt
external_vit_landmark_probe,celeb_within,baseline-mae-vitb16-in1k-pretrain,0,patch_tokens,g4,12288,external_baseline,mae,mae,vitb16,16,ImageNet-1K,patch_tokens_g4,celeb,celeb,celeb,test,421,6.516235239518796,4.428740501403809,6.964296817779541,/workspace/landmark_probe/outputs/probe_runs/external_vit_landmark_probe/celeb_within/baseline-mae-vitb16-in1k-pretrain/patch_tokens__g4/best_probe.pt
external_vit_landmark_probe,cfd_within,baseline-dinov2-vitb14,0,patch_tokens,g4,12288,external_baseline,dinov2,dinov2,vitb14,14,LVD-142M,patch_tokens_g4,cfd,cfd,cfd,test,147,3.614746809005737,2.4477572441101074,3.857002973556519,/workspace/landmark_probe/outputs/probe_runs/external_vit_landmark_probe/cfd_within/baseline-dinov2-vitb14/patch_tokens__g4/best_probe.pt
external_vit_landmark_probe,cfd_within,baseline-mae-vitb16-in1k-pretrain,0,patch_tokens,g4,12288,external_baseline,mae,mae,vitb16,16,ImageNet-1K,patch_tokens_g4,cfd,cfd,cfd,test,630,3.638625144958496,2.382324457168579,3.7807004451751713,/workspace/landmark_probe/outputs/probe_runs/external_vit_landmark_probe/cfd_within/baseline-mae-vitb16-in1k-pretrain/patch_tokens__g4/best_probe.pt
