study_name,task_name,run_name,checkpoint_step,embedding_key,pooling,embedding_dim,ssl_method,init_mode,train_dataset_name,val_dataset_name,test_dataset_name,test_split,best_epoch,best_val_mean_l2,test_mae,test_mean_l2,probe_checkpoint_path
followup_50k_within_dataset,celeb_within,geometry-fixedcompute-10k-infonce-imagenet-50ksteps,50000,backbone,gap,8,infonce,imagenet,celeb,celeb,celeb,test,3,199.0243682861328,137.83827209472656,196.48069763183594,/home/georgie/Desktop/representation-jepa/landmark_probe/outputs/probe_runs/followup_50k_within_dataset/celeb_within/geometry-fixedcompute-10k-infonce-imagenet-50ksteps/backbone__gap/best_probe.pt
