landmark,mean_l2,median_l2,std_l2,p90_l2,study_name,task_name,run_name,checkpoint_step,embedding_key,pooling,embedding_dim,ssl_method,init_mode,best_epoch,best_val_mean_l2,model_family,model_arch,patch_size,pretrain_data,feature_kind,objective,init,scale,task_family,paper_scope
sclera_superior,7.901998519897461,7.403810501098633,4.5493597984313965,14.050142288208008,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-10k-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,256,9.918427613263573,,,,,,vicreg,imagenet,10k,transfer,True
iris_centroid,5.260835647583008,4.84133243560791,3.0889601707458496,9.435554504394533,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-100k-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,253,6.823302362785965,,,,,,vicreg,imagenet,100k,transfer,True
iris_inferior,6.383621692657472,5.968584060668945,3.4925012588500977,10.999326705932617,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-100k-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,253,6.823302362785965,,,,,,vicreg,imagenet,100k,transfer,True
iris_superior,5.1008949279785165,4.667717933654785,3.1143097877502437,8.728893280029299,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-100k-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,253,6.823302362785965,,,,,,vicreg,imagenet,100k,transfer,True
lateral_canthus,6.2559075355529785,5.366425514221191,3.572127103805542,10.567190170288086,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-100k-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,253,6.823302362785965,,,,,,vicreg,imagenet,100k,transfer,True
lid_inferior,5.1565775871276855,4.680089473724365,3.1539702415466313,8.550657272338867,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-100k-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,253,6.823302362785965,,,,,,vicreg,imagenet,100k,transfer,True
lid_superior,5.638054847717285,5.095978736877441,3.6889970302581774,9.9237699508667,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-100k-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,253,6.823302362785965,,,,,,vicreg,imagenet,100k,transfer,True
medial_canthus,7.399965763092041,6.080880641937256,5.47933292388916,13.293478965759276,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-100k-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,253,6.823302362785965,,,,,,vicreg,imagenet,100k,transfer,True
sclera_inferior,6.35143518447876,6.019430160522461,3.260931968688965,10.302041053771973,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-100k-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,253,6.823302362785965,,,,,,vicreg,imagenet,100k,transfer,True
sclera_superior,5.009568214416504,4.736590385437012,3.1166508197784424,8.607247352600098,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-100k-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,253,6.823302362785965,,,,,,vicreg,imagenet,100k,transfer,True
iris_centroid,5.129964828491211,4.752693176269531,2.694793701171875,8.724809646606445,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,186,6.926190993824942,,,,,,vicreg,imagenet,1m,transfer,True
iris_inferior,5.59375524520874,4.968456268310547,2.906548023223877,9.569021224975586,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,186,6.926190993824942,,,,,,vicreg,imagenet,1m,transfer,True
iris_superior,4.8052825927734375,4.579289436340332,2.671933650970459,8.430267333984375,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,186,6.926190993824942,,,,,,vicreg,imagenet,1m,transfer,True
lateral_canthus,6.009951591491699,5.624979019165039,3.3435239791870117,10.598267555236816,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,186,6.926190993824942,,,,,,vicreg,imagenet,1m,transfer,True
lid_inferior,4.976788520812988,4.614232063293457,2.662409782409668,8.61335277557373,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,186,6.926190993824942,,,,,,vicreg,imagenet,1m,transfer,True
lid_superior,5.627478122711182,5.314148902893066,3.049004316329956,9.671660423278807,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,186,6.926190993824942,,,,,,vicreg,imagenet,1m,transfer,True
medial_canthus,6.997693538665772,6.1353278160095215,4.212745189666748,12.389412879943848,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,186,6.926190993824942,,,,,,vicreg,imagenet,1m,transfer,True
sclera_inferior,5.6188130378723145,5.27890682220459,2.8508412837982178,9.281503677368164,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,186,6.926190993824942,,,,,,vicreg,imagenet,1m,transfer,True
sclera_superior,4.8588972091674805,4.482743263244629,2.5655434131622314,8.674884796142576,followup_50k_landmark_probe,celeb_to_cfd,geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,50000,backbone,g4,32768,vicreg,imagenet,186,6.926190993824942,,,,,,vicreg,imagenet,1m,transfer,True
