step,epoch,lr,world_size,bs,loss,sim,sigreg,V,run_name,scale,objective,init,reg,ep_partial,bhep
36400,13,0.00014578949636185942,3,128,0.0988118052482605,0.04361974820494652,1.1484375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1484375,,
36500,14,0.00014389269060198772,3,128,0.1114109605550766,0.051999207586050034,1.2421875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2421875,,
36600,14,0.00014200334936428197,3,128,0.10507002472877502,0.04609550163149834,1.2265625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2265625,,
36700,14,0.0001401216052492153,3,128,0.09955880045890808,0.045948002487421036,1.1171875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1171875,,
36800,14,0.00013824759032406842,3,128,0.10191798210144043,0.040464647114276886,1.265625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.265625,,
36900,14,0.0001363814361136612,3,128,0.11121915280818939,0.051283322274684906,1.25,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.25,,
37000,14,0.0001345232735911211,3,128,0.10651301592588425,0.047871433198451996,1.21875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.21875,,
37100,14,0.0001326732331686923,3,128,0.1106097549200058,0.052183784544467926,1.21875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.21875,,
37200,14,0.0001308314446885811,3,128,0.10925780236721039,0.0456208735704422,1.3203125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.3203125,,
37300,14,0.00012899803741384444,3,128,0.105666384100914,0.04492431879043579,1.2578125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2578125,,
37400,14,0.0001271731400193172,3,128,0.10883677005767822,0.05006049573421478,1.2265625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2265625,,
37500,14,0.00012535688058258176,3,128,0.10350343585014343,0.03853569179773331,1.3359375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.3359375,,
37600,14,0.00012354938657497893,3,128,0.1069580465555191,0.051680758595466614,1.15625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.15625,,
37700,14,0.00012175078485266159,3,128,0.10020997375249863,0.04432053118944168,1.1640625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1640625,,
37800,14,0.00011996120164769079,3,128,0.11239507794380188,0.04738133028149605,1.34375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.34375,,
37900,14,0.0001181807625591779,3,128,0.09993867576122284,0.04223603010177612,1.1953125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1953125,,
38000,14,0.000116409592544468,3,128,0.1053299680352211,0.04585514962673187,1.234375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.234375,,
38100,14,0.00011464781591037102,3,128,0.1105838194489479,0.04958658665418625,1.2734375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2734375,,
38200,14,0.00011289555630443703,3,128,0.11854751408100128,0.05694146826863289,1.2890625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2890625,,
38300,14,0.00011115293670627819,3,128,0.1004386693239212,0.0489300973713398,1.078125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.078125,,
38400,14,0.00010942007941893789,3,128,0.10144951939582825,0.04562532156705856,1.1640625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1640625,,
38500,14,0.00010769710606030696,3,128,0.10860667377710342,0.04853334277868271,1.25,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.25,,
38600,14,0.0001059841375545878,3,128,0.09697474539279938,0.038859110325574875,1.203125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.203125,,
38700,14,0.000104281294123808,3,128,0.10621237009763718,0.043957099318504333,1.2890625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2890625,,
38800,14,0.0001025886952793824,3,128,0.098780557513237,0.04641374200582504,1.09375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.09375,,
38900,14,0.0001009064598137258,3,128,0.10643085837364197,0.05112582445144653,1.15625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.15625,,
39000,14,9.923470579191513e-05,3,128,0.09504202008247375,0.03836660459637642,1.171875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.171875,,
39100,15,9.757355054340345e-05,3,128,0.09428651630878448,0.03474443778395653,1.2265625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2265625,,
39200,15,9.592311065378547e-05,3,128,0.10314957052469254,0.044330962002277374,1.21875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.21875,,
39300,15,9.428350195661534e-05,3,128,0.10176371783018112,0.041844211518764496,1.2421875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2421875,,
39400,15,9.26548395252766e-05,3,128,0.09984273463487625,0.043933965265750885,1.1640625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1640625,,
39500,15,9.103723766490616e-05,3,128,0.11140088737010956,0.0576423816382885,1.1328125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1328125,,
39600,15,8.943080990437218e-05,3,128,0.1064886599779129,0.04065007343888283,1.359375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.359375,,
39700,15,8.783566898830578e-05,3,128,0.10451024770736694,0.04113742709159851,1.3125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.3125,,
39800,15,8.625192686918863e-05,3,128,0.10710842162370682,0.048241183161735535,1.2265625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2265625,,
39900,15,8.467969469949542e-05,3,128,0.10291421413421631,0.045368172228336334,1.1953125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1953125,,
40000,15,8.311908282389323e-05,3,128,0.10542714595794678,0.04107462987303734,1.328125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.328125,,
40100,15,8.157020077149652e-05,3,128,0.0986570492386818,0.0421718955039978,1.171875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.171875,,
40200,15,8.00331572481809e-05,3,128,0.09688910841941833,0.035171106457710266,1.265625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.265625,,
40300,15,7.850806012895276e-05,3,128,0.10395443439483643,0.04440721869468689,1.234375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.234375,,
40400,15,7.699501645037899e-05,3,128,0.10534241795539856,0.04355533793568611,1.28125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.28125,,
40500,15,7.54941324030742e-05,3,128,0.0894080400466919,0.03577697277069092,1.109375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.109375,,
40600,15,7.400551332424869e-05,3,128,0.10844355821609497,0.04887561872601509,1.2421875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2421875,,
40700,15,7.252926369031471e-05,3,128,0.1039946898818016,0.044449590146541595,1.234375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.234375,,
40800,15,7.106548710955427e-05,3,128,0.09705221652984619,0.040482595562934875,1.171875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.171875,,
40900,15,6.961428631484758e-05,3,128,0.10588562488555908,0.052607811987400055,1.1171875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1171875,,
41000,15,6.817576315646321e-05,3,128,0.09892283380031586,0.03962477296590805,1.2265625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2265625,,
41100,15,6.675001859490918e-05,3,128,0.11226165294647217,0.05572155863046646,1.1875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1875,,
41200,15,6.533715269384758e-05,3,128,0.09958484768867493,0.04648939520120621,1.109375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.109375,,
41300,15,6.393726461307193e-05,3,128,0.09989985823631287,0.044251080602407455,1.15625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.15625,,
41400,15,6.255045260154781e-05,3,128,0.09124286472797394,0.03693738952279091,1.125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.125,,
41500,15,6.117681399051704e-05,3,128,0.1036698967218399,0.04950449988245964,1.1328125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1328125,,
41600,15,5.98164451866666e-05,3,128,0.09397540986537933,0.04212666302919388,1.078125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.078125,,
41700,16,5.84694416653631e-05,3,128,0.09571794420480728,0.038307130336761475,1.1875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1875,,
41800,16,5.713589796395131e-05,3,128,0.10170690715312958,0.050779059529304504,1.0703125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.0703125,,
41900,16,5.581590767511983e-05,3,128,0.09341055154800415,0.03947615996003151,1.1171875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1171875,,
42000,16,5.450956344033184e-05,3,128,0.10829430818557739,0.049746476113796234,1.21875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.21875,,
42100,16,5.3216956943323445e-05,3,128,0.09308703243732452,0.0399065762758255,1.1015625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1015625,,
42200,16,5.19381789036691e-05,3,128,0.09359995275735855,0.03556368499994278,1.1953125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1953125,,
42300,16,5.0673319070414635e-05,3,128,0.09844735264778137,0.03989523649215698,1.2109375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2109375,,
42400,16,4.942246621577805e-05,3,128,0.10782964527606964,0.05182725936174393,1.171875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.171875,,
42500,16,4.8185708128919435e-05,3,128,0.09462296217679977,0.03921043872833252,1.1484375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1484375,,
42600,16,4.6963131609779435e-05,3,128,0.09457097947597504,0.037099793553352356,1.1875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1875,,
42700,16,4.575482246298764e-05,3,128,0.10033310949802399,0.04033831134438515,1.2421875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2421875,,
42800,16,4.456086549184025e-05,3,128,0.0987752228975296,0.045637160539627075,1.109375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.109375,,
42900,16,4.3381344492348286e-05,3,128,0.10077452659606934,0.040802955627441406,1.2421875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2421875,,
43000,16,4.2216342247356707e-05,3,128,0.09851308166980743,0.037394531071186066,1.2578125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2578125,,
43100,16,4.1065940520733994e-05,3,128,0.10179131478071213,0.04598510265350342,1.1640625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1640625,,
43200,16,3.9930220051634445e-05,3,128,0.10342341661453247,0.0425633005797863,1.2578125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2578125,,
43300,16,3.8809260548830795e-05,3,128,0.09655524790287018,0.04330034554004669,1.109375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.109375,,
43400,16,3.7703140685120476e-05,3,128,0.10695445537567139,0.04962105676531792,1.1953125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1953125,,
43500,16,3.661193809180397e-05,3,128,0.08824624866247177,0.031984128057956696,1.15625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.15625,,
43600,16,3.5535729353236204e-05,3,128,0.09501589834690094,0.0419369675219059,1.1015625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1015625,,
43700,16,3.4474590001452095e-05,3,128,0.09660841524600983,0.040015436708927155,1.171875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.171875,,
43800,16,3.3428594510864724e-05,3,128,0.1107172966003418,0.056151844561100006,1.1484375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1484375,,
43900,16,3.239781629303911e-05,3,128,0.10633434355258942,0.04254355654120445,1.3203125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.3203125,,
44000,16,3.138232769153948e-05,3,128,0.10093066096305847,0.04867701232433319,1.09375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.09375,,
44100,16,3.038219997685242e-05,3,128,0.09620162844657898,0.042157143354415894,1.125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.125,,
44200,16,2.9397503341384265e-05,3,128,0.09238910675048828,0.035574063658714294,1.171875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.171875,,
44300,17,2.8428306894535338e-05,3,128,0.10676480829715729,0.04736550152301788,1.234375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.234375,,
44400,17,2.7474678657849148e-05,3,128,0.09655717015266418,0.03533567115664482,1.2578125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2578125,,
44500,17,2.6536685560238913e-05,3,128,0.11150030791759491,0.052093256264925,1.2421875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2421875,,
44600,17,2.5614393433289605e-05,3,128,0.11303795874118805,0.05473978817462921,1.21875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.21875,,
44700,17,2.4707867006638262e-05,3,128,0.09781599044799805,0.04000161588191986,1.1953125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1953125,,
44800,17,2.3817169903430686e-05,3,128,0.10552658140659332,0.053000837564468384,1.1015625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1015625,,
44900,17,2.2942364635856203e-05,3,128,0.10235878825187683,0.045297496020793915,1.1875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1875,,
45000,17,2.2083512600760726e-05,3,128,0.09953132271766663,0.04257819801568985,1.1796875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1796875,,
45100,17,2.124067407533687e-05,3,128,0.10242299735546112,0.034828487783670425,1.3828125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.3828125,,
45200,17,2.0413908212894406e-05,3,128,0.10683781653642654,0.04667138680815697,1.25,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.25,,
45300,17,1.960327303870808e-05,3,128,0.1068483293056488,0.050280313938856125,1.1796875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1796875,,
45400,17,1.8808825445945534e-05,3,128,0.10942631959915161,0.052223023027181625,1.1953125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1953125,,
45500,17,1.8030621191674124e-05,3,128,0.10946590453386307,0.050208766013383865,1.234375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.234375,,
45600,17,1.7268714892947803e-05,3,128,0.09560526907444,0.043071333318948746,1.09375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.09375,,
45700,17,1.6523160022973805e-05,3,128,0.10282857716083527,0.0481049120426178,1.140625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.140625,,
45800,17,1.5794008907360016e-05,3,128,0.09501675516366959,0.03782602399587631,1.1796875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1796875,,
45900,17,1.5081312720442118e-05,3,128,0.10704496502876282,0.049459341913461685,1.203125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.203125,,
46000,17,1.438512148169243e-05,3,128,0.11359434574842453,0.049157701432704926,1.3359375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.3359375,,
46100,17,1.3705484052209072e-05,3,128,0.08687654882669449,0.03182728588581085,1.1328125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1328125,,
46200,17,1.3042448131286824e-05,3,128,0.1030065268278122,0.04263845458626747,1.25,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.25,,
46300,17,1.239606025306954e-05,3,128,0.08649897575378418,0.03091585822403431,1.140625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.140625,,
46400,17,1.1766365783284007e-05,3,128,0.11034509539604187,0.04522345960140228,1.34375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.34375,,
46500,17,1.1153408916056172e-05,3,128,0.10046900808811188,0.04356524348258972,1.1796875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1796875,,
46600,17,1.0557232670809407e-05,3,128,0.1062527447938919,0.04862542450428009,1.203125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.203125,,
46700,17,9.97787888924533e-06,3,128,0.09941428899765015,0.045795880258083344,1.1171875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1171875,,
46800,17,9.415388232407037e-06,3,128,0.09909544885158539,0.04520326852798462,1.125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.125,,
46900,18,8.869800177825473e-06,3,128,0.09628226608037949,0.04121406376361847,1.140625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.140625,,
47000,18,8.341153016748756e-06,3,128,0.110471710562706,0.046384699642658234,1.328125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.328125,,
47100,18,7.829483851454853e-06,3,128,0.10536055266857147,0.0451163724064827,1.25,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.25,,
47200,18,7.334828592647484e-06,3,128,0.10203281044960022,0.05060814321041107,1.078125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.078125,,
47300,18,6.857221956935838e-06,3,128,0.09043367952108383,0.036085616797208786,1.125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.125,,
47400,18,6.396697464398013e-06,3,128,0.09387021511793137,0.03996001183986664,1.1171875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1171875,,
47500,18,5.953287436228477e-06,3,128,0.10573873668909073,0.04397251829504967,1.28125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.28125,,
47600,18,5.527022992469717e-06,3,128,0.10141614824533463,0.03633854538202286,1.3359375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.3359375,,
47700,18,5.117934049828051e-06,3,128,0.10115809738636017,0.045575544238090515,1.15625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.15625,,
47800,18,4.726049319573937e-06,3,128,0.09400183707475662,0.033159829676151276,1.25,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.25,,
47900,18,4.351396305527036e-06,3,128,0.09867796301841736,0.04347885772585869,1.1484375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1484375,,
48000,18,3.9940013021258395e-06,3,128,0.10731634497642517,0.047175101935863495,1.25,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.25,,
48100,18,3.6538893925822097e-06,3,128,0.09198954701423645,0.03515347093343735,1.171875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.171875,,
48200,18,3.3310844471209523e-06,3,128,0.09168584644794464,0.03534776717424393,1.1640625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1640625,,
48300,18,3.0256091213045416e-06,3,128,0.09750856459140778,0.04147694259881973,1.1640625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1640625,,
48400,18,2.737484854443172e-06,3,128,0.1020757406949997,0.04577052220702171,1.171875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.171875,,
48500,18,2.4667318680899045e-06,3,128,0.08958304673433304,0.0341622531414032,1.140625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.140625,,
48600,18,2.2133691646215212e-06,3,128,0.10314016044139862,0.04483503848314285,1.2109375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2109375,,
48700,18,1.9774145259048734e-06,3,128,0.11833754181861877,0.05929034203290939,1.2421875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2421875,,
48800,18,1.758884512048903e-06,3,128,0.10894414782524109,0.04888857156038284,1.25,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.25,,
48900,18,1.5577944602424216e-06,3,128,0.09794145822525024,0.041932616382837296,1.1640625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1640625,,
49000,18,1.3741584836776117e-06,3,128,0.10677821934223175,0.04789360240101814,1.2265625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2265625,,
49100,18,1.2079894705595786e-06,3,128,0.09788641333580017,0.046757496893405914,1.0703125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.0703125,,
49200,18,1.0592990832017577e-06,3,128,0.0972507894039154,0.038121722638607025,1.21875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.21875,,
49300,18,9.280977572075126e-07,3,128,0.10083536803722382,0.04446485638618469,1.171875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.171875,,
49400,18,8.143947007376327e-07,3,128,0.09943988174200058,0.04376690089702606,1.15625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.15625,,
49500,19,7.181978938641054e-07,3,128,0.11251083761453629,0.058810751885175705,1.1328125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1328125,,
49600,19,6.395140880100399e-07,3,128,0.10114291310310364,0.048386454582214355,1.1015625,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.1015625,,
49700,19,5.783488054758322e-07,3,128,0.10588258504867554,0.048235781490802765,1.203125,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.203125,,
49800,19,5.347063390516083e-07,3,128,0.09777288883924484,0.04535304009914398,1.09375,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.09375,,
49900,19,5.085897517159643e-07,3,128,0.09957534074783325,0.03954065591096878,1.2421875,2,geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,1m,lejepa,imagenet,1.2421875,,
0,0,5.0396e-06,1,384,0.4604499042034149,0.4846188426017761,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.0012401762651279569,,0.0012401762651279569
100,0,8.999599999999996e-06,1,384,0.4232826232910156,0.44543081521987915,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.0024671610444784164,,0.0024671610444784164
200,0,1.295959999999996e-05,1,384,0.320115327835083,0.33673784136772156,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.004287379328161478,,0.004287379328161478
300,0,1.691959999999993e-05,1,384,0.2917591631412506,0.3067810535430908,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.00634302943944931,,0.00634302943944931
400,0,2.0879599999999897e-05,1,384,0.25296396017074585,0.2650337517261505,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.023638103157281876,,0.023638103157281876
500,0,2.483959999999992e-05,1,384,0.30416107177734375,0.31903883814811707,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.021483372896909714,,0.021483372896909714
600,0,2.879959999999994e-05,1,384,0.23660382628440857,0.24681434035301208,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.04260408505797386,,0.04260408505797386
700,0,3.275959999999989e-05,1,384,0.20465198159217834,0.21298909187316895,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.046246834099292755,,0.046246834099292755
800,0,3.671959999999993e-05,1,384,0.2177215814590454,0.22685997188091278,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.044092267751693726,,0.044092267751693726
