step,epoch,lr,world_size,bs,loss,sim,sigreg,V,run_name,scale,objective,init,reg,ep_partial,bhep
31600,12,0.00024290708282676213,1,384,0.0022691430058330297,0.0015989620005711913,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.015002582222223282,,0.015002582222223282
31700,12,0.00024081596877053573,1,384,0.0027465890161693096,0.00210625515319407,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014912933111190796,,0.014912933111190796
31800,12,0.00023872551682710305,1,384,0.002334852470085025,0.0016333775129169226,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01566287688910961,,0.01566287688910961
31900,12,0.00023663587371157852,1,384,0.002430968452244997,0.001762481639161706,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.015132218599319458,,0.015132218599319458
32000,12,0.00023454718608231087,1,384,0.002982668112963438,0.002329697832465172,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01538910623639822,,0.01538910623639822
32100,12,0.0002324596005305893,1,384,0.0022853361442685127,0.001610594685189426,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.015105423517525196,,0.015105423517525196
32200,12,0.00023037326357035543,1,384,0.002350694267079234,0.0016953861340880394,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014801548793911934,,0.014801548793911934
32300,12,0.00022828832162792063,1,384,0.002879222622141242,0.0022609815932810307,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014625799842178822,,0.014625799842178822
32400,12,0.0002262049210316887,1,384,0.0024067643098533154,0.0017405049875378609,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.015065689571201801,,0.015065689571201801
32500,12,0.00022412320800188715,1,384,0.0025207858998328447,0.0018623445648699999,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.015031171031296253,,0.015031171031296253
32600,12,0.00022204332864030358,1,384,0.002602989785373211,0.0019618235528469086,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01478514727205038,,0.01478514727205038
32700,12,0.0002199654289200327,1,384,0.0026613350491970778,0.0019852775149047375,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01550642866641283,,0.01550642866641283
32800,12,0.0002178896546752311,1,384,0.0026992580387741327,0.0020663347095251083,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014724801294505596,,0.014724801294505596
32900,12,0.00021581615159088242,1,384,0.002648195717483759,0.002008264884352684,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014806879684329033,,0.014806879684329033
33000,12,0.00021374506519257182,1,384,0.0025944572407752275,0.0019309315830469131,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01520144660025835,,0.01520144660025835
33100,12,0.00021167654083627428,1,384,0.0025820534210652113,0.001916362438350916,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.015230183489620686,,0.015230183489620686
33200,12,0.00020961072369815053,1,384,0.0024556214921176434,0.0018102022586390376,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014718587510287762,,0.014718587510287762
33300,12,0.0002075477587643603,1,384,0.002625980880111456,0.001978292828425765,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014932053163647652,,0.014932053163647652
33400,12,0.0002054877908208857,1,384,0.0027146933134645224,0.0020641961600631475,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.015074140392243862,,0.015074140392243862
33500,12,0.000203430964443369,1,384,0.0025975641328841448,0.0019510136917233467,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014882023446261883,,0.014882023446261883
33600,12,0.00020137742398696734,1,384,0.0023288042284548283,0.0016908065881580114,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014450758695602417,,0.014450758695602417
33700,12,0.00019932731357622064,1,384,0.002613320015370846,0.0019731372594833374,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014776789583265781,,0.014776789583265781
33800,12,0.00019728077709493596,1,384,0.0028091021813452244,0.0021892227232456207,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014586810022592545,,0.014586810022592545
33900,13,0.0001952379581760898,1,384,0.00263200793415308,0.0020243064500391483,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014178337529301643,,0.014178337529301643
34000,13,0.00019319900019174743,1,384,0.0024824857246130705,0.0018448920454829931,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014596766792237759,,0.014596766792237759
34100,13,0.00019116404624300033,1,384,0.002622888656333089,0.0019803454633802176,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014831210486590862,,0.014831210486590862
34200,13,0.0001891332391499233,1,384,0.0027930885553359985,0.0021583503112196922,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01485311146825552,,0.01485311146825552
34300,13,0.00018710672144155014,1,384,0.002450760453939438,0.0018126306822523475,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014575223438441753,,0.014575223438441753
34400,13,0.0001850846353458707,1,384,0.0023699579760432243,0.0017370365094393492,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014395465143024921,,0.014395465143024921
34500,13,0.00018306712277984952,1,384,0.0024429417680948973,0.0018125124042853713,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014421098865568638,,0.014421098865568638
34600,13,0.00018105432533946497,1,384,0.0023939746897667646,0.0017399763455614448,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014819943346083164,,0.014819943346083164
34700,13,0.00017904638428977156,1,384,0.00256543536670506,0.0019435731228441,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014380816370248795,,0.014380816370248795
34800,13,0.00017704344055498542,1,384,0.0023998264223337173,0.0017902033869177103,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013982665725052357,,0.013982665725052357
34900,13,0.0001750456347085943,1,384,0.0025644232518970966,0.0019467398524284363,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014300409704446793,,0.014300409704446793
35000,13,0.00017305310696349096,1,384,0.0025866376236081123,0.001940305344760418,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01486695185303688,,0.01486695185303688
35100,13,0.00017106599716213282,1,384,0.002618170343339443,0.0020103268325328827,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014167197979986668,,0.014167197979986668
35200,13,0.0001690844447667272,1,384,0.002308035735040903,0.0016882438212633133,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014084081165492535,,0.014084081165492535
35300,13,0.00016710858884944415,1,384,0.0022993560414761305,0.0016454833094030619,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014722936786711216,,0.014722936786711216
35400,13,0.0001651385680826546,1,384,0.0026359581388533115,0.0019990745931863785,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01473674550652504,,0.01473674550652504
35500,13,0.00016317452072919913,1,384,0.0025152855087071657,0.0018954442348331213,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014292268082499504,,0.014292268082499504
35600,13,0.00016121658463268292,1,384,0.002335704630240798,0.0016974355094134808,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014462818391621113,,0.014462818391621113
35700,13,0.0001592648972078028,1,384,0.0024362243711948395,0.0018218056065961719,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014110184274613857,,0.014110184274613857
35800,13,0.00015731959543070187,1,384,0.0025483875069767237,0.001935006002895534,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014202634803950787,,0.014202634803950787
35900,13,0.00015538081582935656,1,384,0.002617236692458391,0.0020010722801089287,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014324360527098179,,0.014324360527098179
36000,13,0.000153448694473995,1,384,0.0024769408628344536,0.0018483208259567618,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014420721679925919,,0.014420721679925919
36100,13,0.0001515233669675453,1,384,0.0024947775527834892,0.001877469359897077,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014223630540072918,,0.014223630540072918
36200,13,0.00014960496843612167,1,384,0.002327656839042902,0.0016939749475568533,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014367613941431046,,0.014367613941431046
36300,13,0.00014769363351953805,1,384,0.00245232367888093,0.0018407006282359362,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014073163270950317,,0.014073163270950317
36400,13,0.00014578949636185942,1,384,0.002664645668119192,0.0020692653488367796,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013976871967315674,,0.013976871967315674
36500,14,0.00014389269060198772,1,384,0.0023445128463208675,0.001703520305454731,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014523373916745186,,0.014523373916745186
36600,14,0.00014200334936428197,1,384,0.0022907969541847706,0.0016782486345618963,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013929211534559727,,0.013929211534559727
36700,14,0.0001401216052492153,1,384,0.0022997057531028986,0.0016622701659798622,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014410980977118015,,0.014410980977118015
36800,14,0.00013824759032406842,1,384,0.0024575593415647745,0.001818191260099411,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014605553820729256,,0.014605553820729256
36900,14,0.0001363814361136612,1,384,0.0023287422955036163,0.0017006783746182919,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014261954464018345,,0.014261954464018345
37000,14,0.0001345232735911211,1,384,0.0021596639417111874,0.0015456111868843436,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013826663605868816,,0.013826663605868816
37100,14,0.0001326732331686923,1,384,0.00227223034016788,0.0016435392899438739,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014217359013855457,,0.014217359013855457
37200,14,0.0001308314446885811,1,384,0.002098489087074995,0.0014764608349651098,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013917026109993458,,0.013917026109993458
37300,14,0.00012899803741384444,1,384,0.0020685165654867887,0.0014521433040499687,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01377960853278637,,0.01377960853278637
37400,14,0.0001271731400193172,1,384,0.0021430728957057,0.0015206770040094852,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013968597166240215,,0.013968597166240215
37500,14,0.00012535688058258176,1,384,0.0024871653877198696,0.0018679129425436258,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014252962544560432,,0.014252962544560432
37600,14,0.00012354938657497893,1,384,0.002309869509190321,0.0017104347934946418,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013699126429855824,,0.013699126429855824
37700,14,0.00012175078485266159,1,384,0.002261299639940262,0.0016426413785666227,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014015804044902325,,0.014015804044902325
37800,14,0.00011996120164769079,1,384,0.0021701380610466003,0.0015736556379124522,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013503304682672024,,0.013503304682672024
37900,14,0.0001181807625591779,1,384,0.0026548190508037806,0.0020693563856184483,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013778608292341232,,0.013778608292341232
38000,14,0.000116409592544468,1,384,0.002316513564437628,0.0017181679140776396,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013685083016753197,,0.013685083016753197
38100,14,0.00011464781591037102,1,384,0.0023389486595988274,0.0017064230050891638,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014356938190758228,,0.014356938190758228
38200,14,0.00011289555630443703,1,384,0.0022555228788405657,0.001656007720157504,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013646310195326805,,0.013646310195326805
38300,14,0.00011115293670627819,1,384,0.002392195863649249,0.0017968069296330214,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01370458584278822,,0.01370458584278822
38400,14,0.00010942007941893789,1,384,0.002149520441889763,0.0015177776804193854,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01415263582020998,,0.01415263582020998
38500,14,0.00010769710606030696,1,384,0.0024040462449193,0.0018003880977630615,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013873553834855556,,0.013873553834855556
38600,14,0.0001059841375545878,1,384,0.0022998047061264515,0.0017143969889730215,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01342255063354969,,0.01342255063354969
38700,14,0.000104281294123808,1,384,0.0023048222064971924,0.0016890664119273424,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.014004181139171124,,0.014004181139171124
38800,14,0.0001025886952793824,1,384,0.0025424098130315542,0.0019423178164288402,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013944155536592007,,0.013944155536592007
38900,14,0.0001009064598137258,1,384,0.002214991021901369,0.001604551333002746,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01381334662437439,,0.01381334662437439
39000,14,9.923470579191513e-05,1,384,0.0023880996741354465,0.001802968792617321,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013505584560334682,,0.013505584560334682
39100,15,9.757355054340345e-05,1,384,0.002185789169743657,0.0015779102686792612,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01373548898845911,,0.01373548898845911
39200,15,9.592311065378547e-05,1,384,0.0024905975442379713,0.0018911936786025763,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01387927308678627,,0.01387927308678627
39300,15,9.428350195661534e-05,1,384,0.002250207122415304,0.001650271937251091,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013648975640535355,,0.013648975640535355
39400,15,9.26548395252766e-05,1,384,0.002213990082964301,0.0016248611500486732,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013407441787421703,,0.013407441787421703
39500,15,9.103723766490616e-05,1,384,0.0026193491648882627,0.002027168869972229,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013870775699615479,,0.013870775699615479
39600,15,8.943080990437218e-05,1,384,0.002398099983111024,0.0018026421312242746,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013711799867451191,,0.013711799867451191
39700,15,8.783566898830578e-05,1,384,0.0020960490219295025,0.0014888003934174776,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013633771799504757,,0.013633771799504757
39800,15,8.625192686918863e-05,1,384,0.0024888073094189167,0.0019077978795394301,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013527987524867058,,0.013527987524867058
39900,15,8.467969469949542e-05,1,384,0.0021240636706352234,0.0015037350822240114,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013910305686295033,,0.013910305686295033
40000,15,8.311908282389323e-05,1,384,0.002362747909501195,0.0017571666976436973,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013868791051208973,,0.013868791051208973
40100,15,8.157020077149652e-05,1,384,0.0022381104063242674,0.0016305285971611738,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013782165013253689,,0.013782165013253689
40200,15,8.00331572481809e-05,1,384,0.0023937460500746965,0.0017967051826417446,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013737523928284645,,0.013737523928284645
40300,15,7.850806012895276e-05,1,384,0.002066489541903138,0.0014502822887152433,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013774429447948933,,0.013774429447948933
40400,15,7.699501645037899e-05,1,384,0.0023140457924455404,0.0017266467912122607,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013474625535309315,,0.013474625535309315
40500,15,7.54941324030742e-05,1,384,0.0021518224384635687,0.0015709211584180593,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013188948854804039,,0.013188948854804039
40600,15,7.400551332424869e-05,1,384,0.002176770009100437,0.0015779495006427169,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013554360717535019,,0.013554360717535019
40700,15,7.252926369031471e-05,1,384,0.002231332240626216,0.0016520775388926268,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013237171806395054,,0.013237171806395054
40800,15,7.106548710955427e-05,1,384,0.0023007637355476618,0.0017151131760329008,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013428124599158764,,0.013428124599158764
40900,15,6.961428631484758e-05,1,384,0.00228429795242846,0.0017141751013696194,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013116632588207722,,0.013116632588207722
41000,15,6.817576315646321e-05,1,384,0.0024387685116380453,0.0018567058723419905,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013497957959771156,,0.013497957959771156
41100,15,6.675001859490918e-05,1,384,0.002048713620752096,0.0014380558859556913,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013651207089424133,,0.013651207089424133
41200,15,6.533715269384758e-05,1,384,0.002218366600573063,0.0016450922703370452,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013110579922795296,,0.013110579922795296
41300,15,6.393726461307193e-05,1,384,0.0023490905296057463,0.0017595429671928287,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01355049293488264,,0.01355049293488264
41400,15,6.255045260154781e-05,1,384,0.0022997010964900255,0.0017119379481300712,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013467201963067055,,0.013467201963067055
41500,15,6.117681399051704e-05,1,384,0.00229478208348155,0.0017138987313956022,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01333156693726778,,0.01333156693726778
41600,15,5.98164451866666e-05,1,384,0.0022956999018788338,0.0017334523145109415,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.012978404760360718,,0.012978404760360718
41700,16,5.84694416653631e-05,1,384,0.0021958763245493174,0.0016099223867058754,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013329003937542439,,0.013329003937542439
41800,16,5.713589796395131e-05,1,384,0.002294153906404972,0.0017024356639012694,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01353679969906807,,0.01353679969906807
41900,16,5.581590767511983e-05,1,384,0.0022112037986516953,0.0016212926711887121,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01341951359063387,,0.01341951359063387
42000,16,5.450956344033184e-05,1,384,0.0022688424214720726,0.001688063028268516,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013303650543093681,,0.013303650543093681
42100,16,5.3216956943323445e-05,1,384,0.002198903588578105,0.0016348366625607014,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01291617564857006,,0.01291617564857006
42200,16,5.19381789036691e-05,1,384,0.0022520264610648155,0.001677916618064046,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01316011417657137,,0.01316011417657137
42300,16,5.0673319070414635e-05,1,384,0.002235566498711705,0.001650397665798664,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01335377711802721,,0.01335377711802721
42400,16,4.942246621577805e-05,1,384,0.002293152967467904,0.0017032588366419077,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013501140289008617,,0.013501140289008617
42500,16,4.8185708128919435e-05,1,384,0.0022063208743929863,0.001631198450922966,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013133649714291096,,0.013133649714291096
42600,16,4.6963131609779435e-05,1,384,0.00226408033631742,0.0016732558142393827,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013489744625985622,,0.013489744625985622
42700,16,4.575482246298764e-05,1,384,0.0021294362377375364,0.0015486226184293628,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013164897449314594,,0.013164897449314594
42800,16,4.456086549184025e-05,1,384,0.0020500735845416784,0.0014649571385234594,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013167284429073334,,0.013167284429073334
42900,16,4.3381344492348286e-05,1,384,0.0021415329538285732,0.0015376935480162501,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013614480383694172,,0.013614480383694172
43000,16,4.2216342247356707e-05,1,384,0.0022419311571866274,0.0016881679184734821,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01276343408972025,,0.01276343408972025
43100,16,4.1065940520733994e-05,1,384,0.002139803022146225,0.001555655850097537,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01323859766125679,,0.01323859766125679
43200,16,3.9930220051634445e-05,1,384,0.002205908065661788,0.0016293337102979422,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013160820119082928,,0.013160820119082928
43300,16,3.8809260548830795e-05,1,384,0.0021937210112810135,0.0016038930043578148,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013400454074144363,,0.013400454074144363
43400,16,3.7703140685120476e-05,1,384,0.002370817121118307,0.0018149627139791846,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01293205190449953,,0.01293205190449953
43500,16,3.661193809180397e-05,1,384,0.0024457231629639864,0.001887912629172206,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013044123537838459,,0.013044123537838459
43600,16,3.5535729353236204e-05,1,384,0.0020056022331118584,0.0014167319750413299,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013194139115512371,,0.013194139115512371
43700,16,3.4474590001452095e-05,1,384,0.002330111339688301,0.001748576178215444,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013379277661442757,,0.013379277661442757
43800,16,3.3428594510864724e-05,1,384,0.0022631706669926643,0.0016888661775738,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01317495759576559,,0.01317495759576559
43900,16,3.239781629303911e-05,1,384,0.0020263842307031155,0.0014458601363003254,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01305633969604969,,0.01305633969604969
44000,16,3.138232769153948e-05,1,384,0.0020886145066469908,0.001505314721725881,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013171309605240822,,0.013171309605240822
44100,16,3.038219997685242e-05,1,384,0.0019858255982398987,0.001411867095157504,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.012891036458313465,,0.012891036458313465
44200,16,2.9397503341384265e-05,1,384,0.0020406257826834917,0.0014551104977726936,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01316541526466608,,0.01316541526466608
44300,17,2.8428306894535338e-05,1,384,0.0022304642479866743,0.00164400739595294,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013373144902288914,,0.013373144902288914
44400,17,2.7474678657849148e-05,1,384,0.002295410493388772,0.0017225116025656462,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013180488720536232,,0.013180488720536232
44500,17,2.6536685560238913e-05,1,384,0.002130842301994562,0.0015489847864955664,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013186137191951275,,0.013186137191951275
44600,17,2.5614393433289605e-05,1,384,0.0021227358374744654,0.0015423353761434555,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013150344602763653,,0.013150344602763653
44700,17,2.4707867006638262e-05,1,384,0.0021800503600388765,0.001623421674594283,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01275599468499422,,0.01275599468499422
44800,17,2.3817169903430686e-05,1,384,0.002092760056257248,0.0015167430974543095,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013037082739174366,,0.013037082739174366
44900,17,2.2942364635856203e-05,1,384,0.0020417829509824514,0.0014599820133298635,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013096002861857414,,0.013096002861857414
45000,17,2.2083512600760726e-05,1,384,0.002331166062504053,0.0017736147856339812,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.012924641370773315,,0.012924641370773315
45100,17,2.124067407533687e-05,1,384,0.0021932614035904408,0.0016171012539416552,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013140305876731873,,0.013140305876731873
45200,17,2.0413908212894406e-05,1,384,0.0022944677621126175,0.001744425855576992,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.012745261192321777,,0.012745261192321777
45300,17,1.960327303870808e-05,1,384,0.002059031743556261,0.00149318459443748,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.012810127809643745,,0.012810127809643745
45400,17,1.8808825445945534e-05,1,384,0.002213254338130355,0.0016575558111071587,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.012771527282893658,,0.012771527282893658
45500,17,1.8030621191674124e-05,1,384,0.0020716895814985037,0.0014988628681749105,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.012955397367477417,,0.012955397367477417
45600,17,1.7268714892947803e-05,1,384,0.0023706743959337473,0.0018319131340831518,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.01260713953524828,,0.01260713953524828
45700,17,1.6523160022973805e-05,1,384,0.0020592105574905872,0.0014841904630884528,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.012984593398869038,,0.012984593398869038
45800,17,1.5794008907360016e-05,1,384,0.0021752514876425266,0.0016131566371768713,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.012855052947998047,,0.012855052947998047
45900,17,1.5081312720442118e-05,1,384,0.0021387948654592037,0.0015652630245313048,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.013035899959504604,,0.013035899959504604
46000,17,1.438512148169243e-05,1,384,0.0022181931417435408,0.0016558633651584387,,2,geometry-fixedcompute-1m-bhep-random-50ksteps,1m,bhep,random,0.012902457267045975,,0.012902457267045975
